Waktu,ID_Armada,Tipe,Aksi,Lokasi,Muatan_kg,Jarak_Tempuh,Total_Jarak_Sementara,Pesan_Log
06:15,Gerobak_1,Gerobak,Patroli Lewat,RU_51,0,2,2,Melewati persimpangan
06:15,Gerobak_2,Gerobak,Patroli Lewat,RU_51,0,2,2,Melewati persimpangan
06:15,Gerobak_3,Gerobak,Patroli Lewat,RU_60,0,2,2,Melewati persimpangan
06:15,Gerobak_4,Gerobak,Patroli Lewat,RU_26,0,3,3,Melewati persimpangan
06:21,Gerobak_1,Gerobak,Patroli Lewat,RU_52,0,2,4,Melewati persimpangan
06:21,Gerobak_2,Gerobak,Patroli Lewat,RU_52,0,2,4,Melewati persimpangan
06:21,Gerobak_3,Gerobak,Patroli Lewat,RU_59,0,2,4,Melewati persimpangan
06:24,Gerobak_4,Gerobak,Patroli Lewat,RU_27,0,2,5,Melewati persimpangan
06:27,Gerobak_1,Gerobak,Patroli Lewat,RU_53,0,2,6,Melewati persimpangan
06:27,Gerobak_2,Gerobak,Patroli Lewat,RU_53,0,2,6,Melewati persimpangan
06:27,Gerobak_3,Gerobak,Patroli Lewat,RG_40,0,2,6,Melewati persimpangan
06:30,Gerobak_4,Gerobak,Patroli Lewat,RU_28,0,2,7,Melewati persimpangan
06:33,Gerobak_1,Gerobak,Ambil Sampah,RU_54,3,2,8,Intercept sampah! Sisa kapasitas: 12kg
06:33,Gerobak_2,Gerobak,Patroli Lewat,RU_54,0,2,8,Melewati persimpangan
06:33,Gerobak_3,Gerobak,Ambil Sampah,RG_39,1,1,7,Intercept sampah! Sisa kapasitas: 14kg
06:36,Gerobak_4,Gerobak,Patroli Lewat,RU_29,0,2,9,Melewati persimpangan
06:38,Gerobak_3,Gerobak,Patroli Lewat,RG_38,0,1,8,Melewati persimpangan
06:39,Gerobak_2,Gerobak,Ambil Sampah,RU_53,2,2,10,Intercept sampah! Sisa kapasitas: 13kg
06:41,Gerobak_3,Gerobak,Ambil Sampah,RG_37,3,1,9,Intercept sampah! Sisa kapasitas: 11kg
06:42,Gerobak_4,Gerobak,Ambil Sampah,RU_30,5,2,11,Intercept sampah! Sisa kapasitas: 10kg
06:45,Gerobak_1,Gerobak,Patroli Lewat,RU_55,0,2,10,Melewati persimpangan
06:49,Gerobak_2,Gerobak,Patroli Lewat,RU_54,0,2,12,Melewati persimpangan
06:50,Gerobak_3,Gerobak,Patroli Lewat,RG_36,0,1,10,Melewati persimpangan
06:51,Gerobak_1,Gerobak,Ambil Sampah,RU_56,4,2,12,Intercept sampah! Sisa kapasitas: 8kg
06:53,Gerobak_3,Gerobak,Ambil Sampah,RG_35,1,1,11,Intercept sampah! Sisa kapasitas: 10kg
06:55,Gerobak_2,Gerobak,Patroli Lewat,RU_55,0,2,14,Melewati persimpangan
06:58,Gerobak_3,Gerobak,Patroli Lewat,RG_34,0,1,12,Melewati persimpangan
06:58,Gerobak_4,Gerobak,Patroli Lewat,RU_29,0,2,13,Melewati persimpangan
07:01,Gerobak_2,Gerobak,Patroli Lewat,RG_33,0,2,16,Melewati persimpangan
07:01,Gerobak_3,Gerobak,Patroli Lewat,RG_28,0,1,13,Melewati persimpangan
07:04,Gerobak_3,Gerobak,Ambil Sampah,RG_29,3,1,14,Intercept sampah! Sisa kapasitas: 7kg
07:04,Gerobak_4,Gerobak,Patroli Lewat,RU_28,0,2,15,Melewati persimpangan
07:05,Gerobak_1,Gerobak,Ambil Sampah,RU_57,1,2,14,Intercept sampah! Sisa kapasitas: 7kg
07:07,Gerobak_2,Gerobak,Ambil Sampah,RG_32,1,1,17,Intercept sampah! Sisa kapasitas: 12kg
07:10,Gerobak_4,Gerobak,Patroli Lewat,RU_27,0,2,17,Melewati persimpangan
07:12,Gerobak_2,Gerobak,Ambil Sampah,RG_31,5,1,18,Intercept sampah! Sisa kapasitas: 7kg
07:13,Gerobak_1,Gerobak,Patroli Lewat,RU_58,0,2,16,Melewati persimpangan
07:13,Gerobak_3,Gerobak,Patroli Lewat,RG_28,0,1,15,Melewati persimpangan
07:16,Gerobak_3,Gerobak,Patroli Lewat,RG_34,0,1,16,Melewati persimpangan
07:16,Gerobak_4,Gerobak,Ambil Sampah,RU_26,1,2,19,Intercept sampah! Sisa kapasitas: 9kg
07:19,Gerobak_1,Gerobak,Ambil Sampah,RU_59,7,2,18,Intercept sampah! Sisa kapasitas: 0kg
07:19,Gerobak_3,Gerobak,Patroli Lewat,RG_35,0,1,17,Melewati persimpangan
07:22,Gerobak_3,Gerobak,Ambil Sampah,RG_36,1,1,18,Intercept sampah! Sisa kapasitas: 6kg
07:24,Gerobak_4,Gerobak,Patroli Lewat,RU_25,0,2,21,Melewati persimpangan
07:25,Gerobak_2,Gerobak,Patroli Lewat,RG_32,0,1,19,Melewati persimpangan
07:27,Gerobak_3,Gerobak,Patroli Lewat,RG_37,0,1,19,Melewati persimpangan
07:28,Gerobak_2,Gerobak,Patroli Lewat,RG_33,0,1,20,Melewati persimpangan
07:30,Gerobak_3,Gerobak,Patroli Lewat,RG_38,0,1,20,Melewati persimpangan
07:30,Gerobak_4,Gerobak,Patroli Lewat,RU_26,0,2,23,Melewati persimpangan
07:31,Gerobak_2,Gerobak,Ambil Sampah,RG_32,1,1,21,Intercept sampah! Sisa kapasitas: 6kg
07:33,Gerobak_3,Gerobak,Ambil Sampah,RG_39,2,1,21,Intercept sampah! Sisa kapasitas: 4kg
07:36,Gerobak_2,Gerobak,Patroli Lewat,RG_33,0,1,22,Melewati persimpangan
07:36,Gerobak_4,Gerobak,Patroli Lewat,RU_27,0,2,25,Melewati persimpangan
07:39,Gerobak_1,Gerobak,Patroli Lewat,RU_60,0,2,20,Melewati persimpangan
07:39,Gerobak_2,Gerobak,Ambil Sampah,RU_55,1,2,24,Intercept sampah! Sisa kapasitas: 5kg
07:40,Gerobak_3,Gerobak,Patroli Lewat,RG_38,0,1,22,Melewati persimpangan
07:42,Gerobak_4,Gerobak,Ambil Sampah,RU_28,1,2,27,Intercept sampah! Sisa kapasitas: 8kg
07:43,Gerobak_3,Gerobak,Patroli Lewat,RG_37,0,1,23,Melewati persimpangan
07:45,Gerobak_1,Gerobak,Buang ke TPS,TPS_2,15,2,22,Bongkar muatan di TPS_2
07:46,Gerobak_3,Gerobak,Patroli Lewat,RG_36,0,1,24,Melewati persimpangan
07:47,Gerobak_2,Gerobak,Patroli Lewat,RU_54,0,2,26,Melewati persimpangan
07:49,Gerobak_3,Gerobak,Patroli Lewat,RG_35,0,1,25,Melewati persimpangan
07:50,Gerobak_4,Gerobak,Ambil Sampah,RU_29,6,2,29,Intercept sampah! Sisa kapasitas: 2kg
07:51,Gerobak_1,Gerobak,Patroli Lewat,RU_60,0,2,24,Melewati persimpangan
07:52,Gerobak_3,Gerobak,Patroli Lewat,RG_34,0,1,26,Melewati persimpangan
07:53,Gerobak_2,Gerobak,Patroli Lewat,RU_53,0,2,28,Melewati persimpangan
07:57,Gerobak_1,Gerobak,Patroli Lewat,RU_59,0,2,26,Melewati persimpangan
07:59,Gerobak_2,Gerobak,Ambil Sampah,RU_52,2,2,30,Intercept sampah! Sisa kapasitas: 3kg
08:00,Truk_1,Truk,Patroli Lewat,RU_51,0,2,2,Melewati persimpangan
08:03,Gerobak_1,Gerobak,Patroli Lewat,RG_40,0,2,28,Melewati persimpangan
08:03,Truk_1,Truk,Patroli Lewat,RU_50,0,2,4,Melewati persimpangan
08:06,Truk_1,Truk,Ambil Sampah,RU_49,3,2,6,Intercept sampah! Sisa kapasitas: 197kg
08:08,Gerobak_4,Gerobak,Patroli Lewat,RU_30,0,2,31,Melewati persimpangan
08:09,Gerobak_1,Gerobak,Patroli Lewat,RG_39,0,1,29,Melewati persimpangan
08:09,Gerobak_2,Gerobak,Patroli Lewat,RU_51,0,2,32,Melewati persimpangan
08:11,Truk_1,Truk,Patroli Lewat,RU_48,0,2,8,Melewati persimpangan
08:12,Gerobak_1,Gerobak,Patroli Lewat,RG_38,0,1,30,Melewati persimpangan
08:14,Gerobak_4,Gerobak,Patroli Lewat,RU_31,0,2,33,Melewati persimpangan
08:14,Truk_1,Truk,Patroli Lewat,RU_47,0,2,10,Melewati persimpangan
08:15,Gerobak_1,Gerobak,Patroli Lewat,RG_37,0,1,31,Melewati persimpangan
08:15,Gerobak_2,Gerobak,Patroli Lewat,RU_50,0,2,34,Melewati persimpangan
08:17,Truk_1,Truk,Ambil Sampah,RU_46,3,2,12,Intercept sampah! Sisa kapasitas: 194kg
08:18,Gerobak_1,Gerobak,Patroli Lewat,RG_36,0,1,32,Melewati persimpangan
08:20,Gerobak_4,Gerobak,Ambil Sampah,RU_32,1,2,35,Intercept sampah! Sisa kapasitas: 1kg
08:21,Gerobak_1,Gerobak,Patroli Lewat,RG_35,0,1,33,Melewati persimpangan
08:21,Gerobak_2,Gerobak,Patroli Lewat,RU_49,0,2,36,Melewati persimpangan
08:22,Truk_1,Truk,Ambil Sampah,RU_45,3,2,14,Intercept sampah! Sisa kapasitas: 191kg
08:24,Gerobak_1,Gerobak,Ambil Sampah,RG_34,2,1,34,Intercept sampah! Sisa kapasitas: 13kg
08:25,Gerobak_3,Gerobak,Patroli Lewat,RG_28,0,1,27,Melewati persimpangan
08:27,Gerobak_2,Gerobak,Ambil Sampah,RU_48,2,2,38,Intercept sampah! Sisa kapasitas: 1kg
08:27,Truk_1,Truk,Ambil Sampah,RU_44,3,2,16,Intercept sampah! Sisa kapasitas: 188kg
08:28,Gerobak_3,Gerobak,Patroli Lewat,RG_27,0,1,28,Melewati persimpangan
08:28,Gerobak_4,Gerobak,Patroli Lewat,RU_33,0,2,37,Melewati persimpangan
08:31,Gerobak_1,Gerobak,Patroli Lewat,RG_28,0,1,35,Melewati persimpangan
08:31,Gerobak_3,Gerobak,Ambil Sampah,RG_26,3,1,29,Intercept sampah! Sisa kapasitas: 1kg
08:32,Truk_1,Truk,Patroli Lewat,RU_43,0,2,18,Melewati persimpangan
08:34,Gerobak_1,Gerobak,Patroli Lewat,RG_29,0,1,36,Melewati persimpangan
08:34,Gerobak_4,Gerobak,Patroli Lewat,RU_34,0,2,39,Melewati persimpangan
08:35,Truk_1,Truk,Ambil Sampah,RU_42,2,2,20,Intercept sampah! Sisa kapasitas: 186kg
08:37,Gerobak_1,Gerobak,Ambil Sampah,RG_30,4,1,37,Intercept sampah! Sisa kapasitas: 9kg
08:37,Gerobak_2,Gerobak,Ambil Sampah,RG_20,1,1,39,Intercept sampah! Sisa kapasitas: 0kg
08:40,Gerobak_3,Gerobak,Patroli Lewat,RG_27,0,1,30,Melewati persimpangan
08:40,Gerobak_4,Gerobak,Ambil Sampah,RU_35,1,2,41,Intercept sampah! Sisa kapasitas: 0kg
08:40,Truk_1,Truk,Patroli Lewat,RU_41,0,2,22,Melewati persimpangan
08:42,Gerobak_2,Gerobak,Patroli Lewat,RU_48,0,1,40,Melewati persimpangan
08:43,Gerobak_3,Gerobak,Ambil Sampah,RG_28,1,1,31,Intercept sampah! Sisa kapasitas: 0kg
08:43,Truk_1,Truk,Patroli Lewat,RU_11,0,2,24,Melewati persimpangan
08:45,Gerobak_2,Gerobak,Patroli Lewat,RU_49,0,2,42,Melewati persimpangan
08:48,Gerobak_1,Gerobak,Ambil Sampah,RG_31,1,1,38,Intercept sampah! Sisa kapasitas: 8kg
08:48,Gerobak_3,Gerobak,Patroli Lewat,RG_34,0,1,32,Melewati persimpangan
08:48,Gerobak_4,Gerobak,Patroli Lewat,RU_36,0,2,43,Melewati persimpangan
08:51,Gerobak_2,Gerobak,Patroli Lewat,RU_50,0,2,44,Melewati persimpangan
08:51,Gerobak_3,Gerobak,Patroli Lewat,RG_35,0,1,33,Melewati persimpangan
08:53,Gerobak_1,Gerobak,Patroli Lewat,RG_32,0,1,39,Melewati persimpangan
08:54,Gerobak_3,Gerobak,Patroli Lewat,RG_36,0,1,34,Melewati persimpangan
08:54,Gerobak_4,Gerobak,Patroli Lewat,RU_37,0,2,45,Melewati persimpangan
08:56,Gerobak_1,Gerobak,Ambil Sampah,RG_33,2,1,40,Intercept sampah! Sisa kapasitas: 6kg
08:57,Gerobak_2,Gerobak,Patroli Lewat,RU_51,0,2,46,Melewati persimpangan
08:57,Gerobak_3,Gerobak,Patroli Lewat,RG_37,0,1,35,Melewati persimpangan
09:00,Gerobak_3,Gerobak,Patroli Lewat,RG_38,0,1,36,Melewati persimpangan
09:00,Gerobak_4,Gerobak,Patroli Lewat,RG_26,0,1,46,Melewati persimpangan
09:00,Gerobak_5,Gerobak,Patroli Lewat,RU_60,0,2,2,Melewati persimpangan
09:00,Gerobak_6,Gerobak,Patroli Lewat,RU_60,0,2,2,Melewati persimpangan
09:00,Gerobak_7,Gerobak,Patroli Lewat,RU_25,0,4,4,Melewati persimpangan
09:03,Gerobak_1,Gerobak,Patroli Lewat,RG_32,0,1,41,Melewati persimpangan
09:03,Gerobak_2,Gerobak,Buang ke TPS,TPS_1,15,2,48,Bongkar muatan di TPS_1
09:03,Gerobak_3,Gerobak,Patroli Lewat,RG_39,0,1,37,Melewati persimpangan
09:03,Gerobak_4,Gerobak,Patroli Lewat,RG_27,0,1,47,Melewati persimpangan
09:06,Gerobak_1,Gerobak,Patroli Lewat,RG_31,0,1,42,Melewati persimpangan
09:06,Gerobak_3,Gerobak,Patroli Lewat,RG_40,0,1,38,Melewati persimpangan
09:06,Gerobak_4,Gerobak,Patroli Lewat,RG_28,0,1,48,Melewati persimpangan
09:06,Gerobak_5,Gerobak,Patroli Lewat,RU_59,0,2,4,Melewati persimpangan
09:06,Gerobak_6,Gerobak,Patroli Lewat,RU_59,0,2,4,Melewati persimpangan
09:09,Gerobak_1,Gerobak,Patroli Lewat,RG_30,0,1,43,Melewati persimpangan
09:09,Gerobak_2,Gerobak,Ambil Sampah,RU_51,1,2,50,Intercept sampah! Sisa kapasitas: 14kg
09:09,Gerobak_3,Gerobak,Patroli Lewat,RU_59,0,2,40,Melewati persimpangan
09:09,Gerobak_4,Gerobak,Patroli Lewat,RG_34,0,1,49,Melewati persimpangan
09:12,Gerobak_1,Gerobak,Patroli Lewat,RG_29,0,1,44,Melewati persimpangan
09:12,Gerobak_4,Gerobak,Patroli Lewat,RG_35,0,1,50,Melewati persimpangan
09:12,Gerobak_5,Gerobak,Patroli Lewat,RG_40,0,2,6,Melewati persimpangan
09:12,Gerobak_6,Gerobak,Patroli Lewat,RG_40,0,2,6,Melewati persimpangan
09:12,Gerobak_7,Gerobak,Patroli Lewat,RU_24,0,2,6,Melewati persimpangan
09:15,Gerobak_1,Gerobak,Ambil Sampah,RG_28,4,1,45,Intercept sampah! Sisa kapasitas: 2kg
09:15,Gerobak_3,Gerobak,Patroli Lewat,RU_60,0,2,42,Melewati persimpangan
09:15,Gerobak_4,Gerobak,Patroli Lewat,RG_36,0,1,51,Melewati persimpangan
09:17,Gerobak_2,Gerobak,Patroli Lewat,RU_50,0,2,52,Melewati persimpangan
09:18,Gerobak_4,Gerobak,Patroli Lewat,RG_37,0,1,52,Melewati persimpangan
09:18,Gerobak_5,Gerobak,Patroli Lewat,RG_39,0,1,7,Melewati persimpangan
09:18,Gerobak_6,Gerobak,Patroli Lewat,RG_39,0,1,7,Melewati persimpangan
09:18,Gerobak_7,Gerobak,Ambil Sampah,RU_23,2,2,8,Intercept sampah! Sisa kapasitas: 13kg
09:21,Gerobak_3,Gerobak,Buang ke TPS,TPS_2,15,2,44,Bongkar muatan di TPS_2
09:21,Gerobak_4,Gerobak,Patroli Lewat,RG_38,0,1,53,Melewati persimpangan
09:21,Gerobak_5,Gerobak,Patroli Lewat,RG_38,0,1,8,Melewati persimpangan
09:21,Gerobak_6,Gerobak,Patroli Lewat,RG_38,0,1,8,Melewati persimpangan
09:23,Gerobak_2,Gerobak,Patroli Lewat,RU_49,0,2,54,Melewati persimpangan
09:24,Gerobak_4,Gerobak,Patroli Lewat,RG_39,0,1,54,Melewati persimpangan
09:24,Gerobak_5,Gerobak,Patroli Lewat,RG_37,0,1,9,Melewati persimpangan
09:24,Gerobak_6,Gerobak,Patroli Lewat,RG_37,0,1,9,Melewati persimpangan
09:26,Gerobak_1,Gerobak,Patroli Lewat,RG_27,0,1,46,Melewati persimpangan
09:27,Gerobak_3,Gerobak,Patroli Lewat,RU_60,0,2,46,Melewati persimpangan
09:27,Gerobak_4,Gerobak,Patroli Lewat,RG_40,0,1,55,Melewati persimpangan
09:27,Gerobak_5,Gerobak,Patroli Lewat,RG_36,0,1,10,Melewati persimpangan
09:27,Gerobak_6,Gerobak,Patroli Lewat,RG_36,0,1,10,Melewati persimpangan
09:28,Gerobak_7,Gerobak,Ambil Sampah,RU_22,2,3,11,Intercept sampah! Sisa kapasitas: 11kg
09:29,Gerobak_1,Gerobak,Patroli Lewat,RG_26,0,1,47,Melewati persimpangan
09:29,Gerobak_2,Gerobak,Patroli Lewat,RU_48,0,2,56,Melewati persimpangan
09:30,Gerobak_4,Gerobak,Patroli Lewat,RU_59,0,2,57,Melewati persimpangan
09:30,Gerobak_5,Gerobak,Patroli Lewat,RG_35,0,1,11,Melewati persimpangan
09:30,Gerobak_6,Gerobak,Patroli Lewat,RG_35,0,1,11,Melewati persimpangan
09:32,Gerobak_1,Gerobak,Ambil Sampah,RU_37,2,1,48,Intercept sampah! Sisa kapasitas: 0kg
09:33,Gerobak_3,Gerobak,Patroli Lewat,RU_59,0,2,48,Melewati persimpangan
09:33,Gerobak_5,Gerobak,Patroli Lewat,RG_34,0,1,12,Melewati persimpangan
09:33,Gerobak_6,Gerobak,Patroli Lewat,RG_34,0,1,12,Melewati persimpangan
09:35,Gerobak_2,Gerobak,Ambil Sampah,RU_47,1,2,58,Intercept sampah! Sisa kapasitas: 13kg
09:36,Gerobak_4,Gerobak,Patroli Lewat,RU_60,0,2,59,Melewati persimpangan
09:36,Gerobak_5,Gerobak,Patroli Lewat,RG_28,0,1,13,Melewati persimpangan
09:36,Gerobak_6,Gerobak,Patroli Lewat,RG_28,0,1,13,Melewati persimpangan
09:39,Gerobak_1,Gerobak,Patroli Lewat,RG_26,0,1,49,Melewati persimpangan
09:39,Gerobak_3,Gerobak,Patroli Lewat,RG_40,0,2,50,Melewati persimpangan
09:39,Gerobak_5,Gerobak,Patroli Lewat,RG_27,0,1,14,Melewati persimpangan
09:39,Gerobak_6,Gerobak,Patroli Lewat,RG_27,0,1,14,Melewati persimpangan
09:41,Gerobak_7,Gerobak,Ambil Sampah,RU_21,1,2,13,Intercept sampah! Sisa kapasitas: 10kg
09:42,Gerobak_1,Gerobak,Patroli Lewat,RG_27,0,1,50,Melewati persimpangan
09:42,Gerobak_4,Gerobak,Buang ke TPS,TPS_2,15,2,61,Bongkar muatan di TPS_2
09:42,Gerobak_5,Gerobak,Patroli Lewat,RG_26,0,1,15,Melewati persimpangan
09:42,Gerobak_6,Gerobak,Patroli Lewat,RG_26,0,1,15,Melewati persimpangan
09:43,Gerobak_2,Gerobak,Patroli Lewat,RU_48,0,2,60,Melewati persimpangan
09:45,Gerobak_1,Gerobak,Patroli Lewat,RG_28,0,1,51,Melewati persimpangan
09:45,Gerobak_3,Gerobak,Patroli Lewat,RG_39,0,1,51,Melewati persimpangan
09:45,Gerobak_5,Gerobak,Ambil Sampah,RU_37,2,1,16,Intercept sampah! Sisa kapasitas: 13kg
09:45,Gerobak_6,Gerobak,Patroli Lewat,RU_37,0,1,16,Melewati persimpangan
09:48,Gerobak_1,Gerobak,Patroli Lewat,RG_34,0,1,52,Melewati persimpangan
09:48,Gerobak_3,Gerobak,Patroli Lewat,RG_38,0,1,52,Melewati persimpangan
09:48,Gerobak_4,Gerobak,Patroli Lewat,RU_60,0,2,63,Melewati persimpangan
09:48,Gerobak_6,Gerobak,Ambil Sampah,RU_36,2,2,18,Intercept sampah! Sisa kapasitas: 13kg
09:49,Gerobak_2,Gerobak,Patroli Lewat,RG_20,0,1,61,Melewati persimpangan
09:49,Gerobak_7,Gerobak,Patroli Lewat,RU_4,0,2,15,Melewati persimpangan
09:51,Gerobak_1,Gerobak,Patroli Lewat,RG_35,0,1,53,Melewati persimpangan
09:51,Gerobak_3,Gerobak,Patroli Lewat,RG_37,0,1,53,Melewati persimpangan
09:52,Gerobak_2,Gerobak,Ambil Sampah,RG_19,2,1,62,Intercept sampah! Sisa kapasitas: 11kg
09:52,Gerobak_5,Gerobak,Ambil Sampah,RU_38,2,2,18,Intercept sampah! Sisa kapasitas: 11kg
09:54,Gerobak_1,Gerobak,Patroli Lewat,RG_36,0,1,54,Melewati persimpangan
09:54,Gerobak_3,Gerobak,Patroli Lewat,RG_36,0,1,54,Melewati persimpangan
09:54,Gerobak_4,Gerobak,Patroli Lewat,RU_59,0,2,65,Melewati persimpangan
09:55,Gerobak_7,Gerobak,Ambil Sampah,RU_3,3,2,17,Intercept sampah! Sisa kapasitas: 7kg
09:57,Gerobak_1,Gerobak,Patroli Lewat,RG_37,0,1,55,Melewati persimpangan
09:57,Gerobak_3,Gerobak,Patroli Lewat,RG_35,0,1,55,Melewati persimpangan
09:58,Gerobak_6,Gerobak,Patroli Lewat,RU_35,0,2,20,Melewati persimpangan
09:59,Gerobak_2,Gerobak,Patroli Lewat,RG_18,0,1,63,Melewati persimpangan
10:00,Gerobak_1,Gerobak,Patroli Lewat,RG_38,0,1,56,Melewati persimpangan
10:00,Gerobak_3,Gerobak,Patroli Lewat,RG_34,0,1,56,Melewati persimpangan
10:00,Gerobak_4,Gerobak,Patroli Lewat,RG_40,0,2,67,Melewati persimpangan
10:00,Truk_2,Truk,Patroli Lewat,RU_60,0,2,2,Melewati persimpangan
10:02,Gerobak_2,Gerobak,Ambil Sampah,RG_17,1,1,64,Intercept sampah! Sisa kapasitas: 10kg
10:02,Gerobak_5,Gerobak,Patroli Lewat,RU_39,0,2,20,Melewati persimpangan
10:03,Gerobak_1,Gerobak,Patroli Lewat,RG_39,0,1,57,Melewati persimpangan
10:03,Gerobak_3,Gerobak,Patroli Lewat,RG_28,0,1,57,Melewati persimpangan
10:03,Truk_2,Truk,Patroli Lewat,RU_59,0,2,4,Melewati persimpangan
10:04,Gerobak_6,Gerobak,Ambil Sampah,RU_34,1,2,22,Intercept sampah! Sisa kapasitas: 12kg
10:06,Gerobak_1,Gerobak,Patroli Lewat,RG_40,0,1,58,Melewati persimpangan
10:06,Gerobak_3,Gerobak,Patroli Lewat,RG_27,0,1,58,Melewati persimpangan
10:06,Gerobak_4,Gerobak,Patroli Lewat,RG_39,0,1,68,Melewati persimpangan
10:06,Truk_2,Truk,Patroli Lewat,RG_40,0,2,6,Melewati persimpangan
